,order_id,store_id,store_name,store_segment,store_latitude,store_longitude,channel_id,channel_name,channel_type,payment_order_id,payment_method,payment_status,delivery_order_id,delivery_distance_meters,delivery_status,driver_id,driver_modal,driver_type,order_status,order_amount,order_moment_created,order_moment_in_expedition,order_moment_finished,hub_id,hub_name,hub_city,hub_state,hub_latitude,hub_longitude
2382,68666460,496,IUMPICA ,FOOD,-23.5630195,-46.652621,5,FOOD PLACE,MARKETPLACE,68666460,ONLINE,PAID,68666460,1516.0,DELIVERED,12041.0,BIKER,FREELANCE,FINISHED,173.3,2021-01-02 18:03:02,2021-01-02 18:26:15,2021-01-02 19:41:04,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
2383,68666521,582,SPILUMI ,FOOD,-23.020709,-43.4897,5,FOOD PLACE,MARKETPLACE,68666521,ONLINE,PAID,68666521,273.0,DELIVERED,425.0,BIKER,FREELANCE,FINISHED,88.4,2021-01-02 18:03:17,2021-01-02 18:29:11,2021-01-02 18:44:12,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2384,68666594,3021,CISI PILIME ,GOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68666594,ONLINE,PAID,68666594,6467.0,DELIVERED,24434.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,8.5,2021-01-02 18:03:32,2021-01-02 18:18:55,2021-01-02 18:41:12,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
2385,68666596,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68666596,ONLINE,PAID,68666596,786.0,DELIVERED,8182.0,MOTOBOY,FREELANCE,FINISHED,105.8,2021-01-02 18:03:33,2021-01-02 18:20:46,2021-01-02 18:50:17,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2386,68666622,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68666622,ONLINE,PAID,68666622,2335.0,DELIVERED,17457.0,MOTOBOY,FREELANCE,FINISHED,224.2,2021-01-02 18:03:42,2021-01-02 18:26:11,2021-01-02 18:49:11,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2387,68666641,624,SPILUMI ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68666641,ONLINE,PAID,68666641,225.0,DELIVERED,17457.0,MOTOBOY,FREELANCE,FINISHED,90.51,2021-01-02 18:03:51,2021-01-02 18:21:11,2021-01-02 18:36:44,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2388,68666732,2413,RE GULIMURAI ,FOOD,-22.927335999999997,-43.572533,5,FOOD PLACE,MARKETPLACE,68666732,ONLINE,PAID,68666732,1942.0,DELIVERED,29669.0,MOTOBOY,FREELANCE,FINISHED,52.0,2021-01-02 18:04:22,2021-01-02 18:11:32,2021-01-02 18:22:42,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
2389,68666742,780,GARIOLIS ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68666742,ONLINE,PAID,68666742,2363.0,DELIVERED,4694.0,MOTOBOY,FREELANCE,FINISHED,53.8,2021-01-02 18:04:25,2021-01-02 18:22:44,2021-01-02 18:53:56,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2391,68666841,869,PILIOU RAS ,FOOD,-22.947329999999997,-43.183534,15,EATS PLACE,MARKETPLACE,68666841,ONLINE,PAID,68666841,265.0,DELIVERED,2550.0,BIKER,FREELANCE,FINISHED,53.9,2021-01-02 18:04:56,2021-01-02 18:13:13,2021-01-02 18:28:25,18,STAR SHOPPING,RIO DE JANEIRO,RJ,-22.9454948,-43.1821807
2392,68666891,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68666891,ONLINE,PAID,68666891,2500.0,DELIVERED,24571.0,MOTOBOY,FREELANCE,FINISHED,51.8,2021-01-02 18:05:12,2021-01-02 18:27:35,2021-01-02 18:39:28,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
2394,68666984,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68666984,"ONLINE, ONLINE",PAID,68666984,3724.0,DELIVERED,5435.0,MOTOBOY,FREELANCE,FINISHED,211.7,2021-01-02 18:05:32,2021-01-02 18:32:20,2021-01-02 19:10:10,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2395,68666984,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68666984,"ONLINE, ONLINE",PAID,68666984,3724.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,211.7,2021-01-02 18:05:32,2021-01-02 18:32:20,2021-01-02 19:10:10,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2396,68667023,780,GARIOLIS ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68667023,ONLINE,PAID,68667023,2363.0,DELIVERED,7767.0,MOTOBOY,FREELANCE,FINISHED,63.1,2021-01-02 18:05:41,2021-01-02 18:22:47,2021-01-02 18:37:24,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2397,68667288,648,PIPRU SUIM ,FOOD,-23.622995,-46.699203999999995,5,FOOD PLACE,MARKETPLACE,68667288,ONLINE,PAID,68667288,4526.0,DELIVERED,30879.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,76.0,2021-01-02 18:07:11,2021-01-02 18:25:26,2021-01-02 18:49:43,27,SAMPA SHOPPING,SÃO PAULO,SP,-23.622995,-46.699203999999995
2398,68667295,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68667295,DEBIT,PAID,68667295,2101.0,DELIVERED,26189.0,MOTOBOY,FREELANCE,FINISHED,185.75,2021-01-02 18:07:13,2021-01-02 18:30:41,2021-01-02 18:49:29,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2399,68667299,95,ARE TRAMUO ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68667299,ONLINE,PAID,68667299,1179.0,DELIVERED,17977.0,BIKER,FREELANCE,FINISHED,60.0,2021-01-02 18:07:13,2021-01-02 18:36:29,2021-01-02 18:55:15,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2400,68667530,624,SPILUMI ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68667530,ONLINE,PAID,68667530,1065.0,DELIVERED,12724.0,BIKER,FREELANCE,FINISHED,44.01,2021-01-02 18:08:14,2021-01-02 18:21:24,2021-01-02 18:36:13,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2401,68667560,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68667560,ONLINE,PAID,68667560,790.0,DELIVERED,28836.0,BIKER,FREELANCE,FINISHED,96.6,2021-01-02 18:08:22,2021-01-02 18:28:25,2021-01-02 18:54:13,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2402,68667642,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68667642,ONLINE,PAID,68667642,1186.0,DELIVERED,5226.0,BIKER,FREELANCE,FINISHED,78.5,2021-01-02 18:08:42,2021-01-02 18:25:52,2021-01-02 19:21:44,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2404,68667809,624,SPILUMI ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68667809,ONLINE,PAID,68667809,1247.0,DELIVERED,4979.0,BIKER,FREELANCE,FINISHED,71.11,2021-01-02 18:09:08,2021-01-02 18:21:18,2021-01-02 18:38:33,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2405,68667911,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68667911,ONLINE,PAID,68667911,2570.0,DELIVERED,1113.0,MOTOBOY,FREELANCE,FINISHED,150.75,2021-01-02 18:09:32,2021-01-02 18:32:57,2021-01-02 18:50:24,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
2406,68667992,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68667992,ONLINE,PAID,68667992,759.0,DELIVERED,26790.0,BIKER,FREELANCE,FINISHED,149.8,2021-01-02 18:09:53,2021-01-02 18:48:55,2021-01-02 19:25:55,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2407,68668057,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68668057,ONLINE,PAID,68668057,576.0,DELIVERED,4347.0,MOTOBOY,FREELANCE,FINISHED,129.4,2021-01-02 18:10:12,2021-01-02 18:26:16,2021-01-02 20:25:15,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2408,68668088,409,RC OUMILEES ,FOOD,-23.017262699999996,-43.479123799999996,5,FOOD PLACE,MARKETPLACE,68668088,ONLINE,PAID,68668088,585.0,DELIVERED,357.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,25.8,2021-01-02 18:10:22,2021-01-02 18:21:52,2021-01-02 18:52:40,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2409,68668111,616,CILAFIRMAI CIOLA ,FOOD,-22.947329999999997,-43.183534,13,VELOCITY PLACE,MARKETPLACE,68668111,ONLINE,PAID,68668111,2685.0,DELIVERED,28128.0,MOTOBOY,FREELANCE,FINISHED,38.7,2021-01-02 18:10:29,2021-01-02 18:24:59,2021-01-02 19:06:40,18,STAR SHOPPING,RIO DE JANEIRO,RJ,-22.9454948,-43.1821807
2410,68668217,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68668217,ONLINE,PAID,68668217,2441.0,DELIVERED,9828.0,MOTOBOY,FREELANCE,FINISHED,193.3,2021-01-02 18:11:12,2021-01-02 18:25:15,2021-01-02 18:47:36,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
2411,68668257,491,I CISI DA PAMPE ,GOOD,-23.017262699999996,-43.479123799999996,10,LISBON PLACE,OWN CHANNEL,68668257,DEBIT,PAID,68668257,266.0,DELIVERED,425.0,BIKER,FREELANCE,FINISHED,89.83,2021-01-02 18:11:25,2021-01-02 18:21:07,2021-01-02 18:47:58,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2412,68668309,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68668309,ONLINE,PAID,68668309,1546.0,DELIVERED,10824.0,MOTOBOY,FREELANCE,FINISHED,81.0,2021-01-02 18:11:42,2021-01-02 18:23:50,2021-01-02 18:32:23,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2413,68668315,1928,SIZMUO RICAUMS ,FOOD,-25.4351398,-49.3167883,13,VELOCITY PLACE,MARKETPLACE,68668315,STORE_DIRECT_PAYMENT,PAID,68668315,4204.0,DELIVERED,12613.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,84.0,2021-01-02 18:11:45,2021-01-02 18:14:03,2021-01-02 18:48:51,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
2415,68668440,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68668440,ONLINE,PAID,68668440,1740.0,DELIVERED,26986.0,MOTOBOY,FREELANCE,FINISHED,100.25,2021-01-02 18:12:43,2021-01-02 18:43:03,2021-01-02 18:52:25,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2416,68668461,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68668461,ONLINE,PAID,68668461,496.0,DELIVERED,8102.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,128.3,2021-01-02 18:13:03,2021-01-02 18:43:08,2021-01-02 18:53:51,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2417,68668463,371,LUCITA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68668463,CREDIT,PAID,68668463,1499.0,DELIVERED,9211.0,BIKER,FREELANCE,FINISHED,49.3,2021-01-02 18:13:12,2021-01-02 18:29:58,2021-01-02 18:50:54,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2419,68668483,2156,RO PISMUAS ,FOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68668483,ONLINE,PAID,68668483,209.0,DELIVERED,18487.0,BIKER,FREELANCE,FINISHED,59.9,2021-01-02 18:14:12,2021-01-02 18:33:27,2021-01-02 18:45:58,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
2421,68668546,2429,PUPALU RAS MUI ,FOOD,-25.4351398,-49.3167883,5,FOOD PLACE,MARKETPLACE,68668546,ONLINE,PAID,68668546,4947.0,DELIVERED,30257.0,MOTOBOY,FREELANCE,FINISHED,32.0,2021-01-02 18:15:02,2021-01-02 18:35:43,2021-01-02 19:01:23,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
2422,68668642,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68668642,ONLINE,PAID,68668642,577.0,DELIVERED,17322.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,173.2,2021-01-02 18:16:02,2021-01-02 18:45:53,2021-01-02 19:07:01,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
2423,68668671,780,GARIOLIS ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68668671,ONLINE,PAID,68668671,2831.0,DELIVERED,2672.0,MOTOBOY,FREELANCE,FINISHED,66.7,2021-01-02 18:16:12,2021-01-02 18:36:04,2021-01-02 18:51:38,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2424,68668700,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68668700,ONLINE,PAID,68668700,975.0,DELIVERED,21154.0,BIKER,FREELANCE,FINISHED,37.4,2021-01-02 18:16:22,2021-01-02 18:33:39,2021-01-02 18:57:03,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2425,68668729,236,IUMPICA ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68668729,ONLINE,PAID,68668729,724.0,DELIVERED,11941.0,BIKER,FREELANCE,FINISHED,120.8,2021-01-02 18:16:32,2021-01-02 18:46:54,2021-01-02 19:00:17,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
2426,68668748,1107,SR SIGIRIMI ,FOOD,-23.550407,-46.721291,13,VELOCITY PLACE,MARKETPLACE,68668748,ONLINE,PAID,68668748,3066.0,DELIVERED,27741.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,177.0,2021-01-02 18:16:39,2021-01-02 18:37:09,2021-01-02 18:56:38,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
2427,68668761,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68668761,ONLINE,PAID,68668761,1254.0,DELIVERED,19696.0,BIKER,FREELANCE,FINISHED,153.2,2021-01-02 18:16:44,2021-01-02 18:33:01,2021-01-02 18:48:38,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
2428,68668788,409,RC OUMILEES ,FOOD,-23.017262699999996,-43.479123799999996,5,FOOD PLACE,MARKETPLACE,68668788,ONLINE,PAID,68668788,3770.0,DELIVERED,358.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,84.7,2021-01-02 18:16:53,2021-01-02 18:37:13,2021-01-02 19:11:09,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2430,68668817,321,IUMPICA ,FOOD,-23.592004100000004,-46.636503499999996,5,FOOD PLACE,MARKETPLACE,68668817,ONLINE,PAID,68668817,6061.0,DELIVERED,27122.0,MOTOBOY,FREELANCE,FINISHED,68.9,2021-01-02 18:17:02,2021-01-02 18:39:43,2021-01-02 19:26:15,17,SMALL SHOPPING,SÃO PAULO,SP,-23.592004100000004,-46.636503499999996
2431,68668821,632,IPUPIEMAI ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68668821,ONLINE,PAID,68668821,5329.0,DELIVERED,7844.0,MOTOBOY,FREELANCE,FINISHED,139.0,2021-01-02 18:17:04,2021-01-02 18:29:56,2021-01-02 18:46:47,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2432,68668848,339,ARE TRAMUO ,FOOD,-23.592004100000004,-46.636503499999996,5,FOOD PLACE,MARKETPLACE,68668848,"ONLINE, ONLINE",PAID,68668848,3005.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,66.0,2021-01-02 18:17:12,2021-01-02 19:00:39,2021-01-02 19:49:27,17,SMALL SHOPPING,SÃO PAULO,SP,-23.592004100000004,-46.636503499999996
2434,68668882,604,SIRVUMU AMILAI ,FOOD,-23.020709,-43.4897,5,FOOD PLACE,MARKETPLACE,68668882,DEBIT,PAID,68668882,203.0,DELIVERED,425.0,BIKER,FREELANCE,FINISHED,97.4,2021-01-02 18:17:22,2021-01-02 18:24:06,2021-01-02 18:36:02,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2435,68668919,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68668919,ONLINE,PAID,68668919,624.0,DELIVERED,21154.0,BIKER,FREELANCE,FINISHED,52.5,2021-01-02 18:17:32,2021-01-02 18:30:53,2021-01-02 18:45:07,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2436,68669083,294,PAPA SUCIS ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68669083,ONLINE,PAID,68669083,2056.0,DELIVERED,31046.0,MOTOBOY,FREELANCE,FINISHED,266.5,2021-01-02 18:18:32,2021-01-02 18:46:57,2021-01-02 19:06:20,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
2437,68669136,2156,RO PISMUAS ,FOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68669136,"VOUCHER, ONLINE",PAID,68669136,816.0,DELIVERED,18487.0,BIKER,FREELANCE,FINISHED,25.0,2021-01-02 18:18:52,2021-01-02 18:33:24,2021-01-02 18:57:43,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
2439,68669162,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68669162,ONLINE,PAID,68669162,6035.0,DELIVERED,28169.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,95.0,2021-01-02 18:19:02,2021-01-02 18:32:56,2021-01-02 18:55:12,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
2440,68669199,804,MOIRI MPECILIMU PIR ,FOOD,-22.947329999999997,-43.183534,5,FOOD PLACE,MARKETPLACE,68669199,ONLINE,PAID,68669199,2978.0,DELIVERED,581.0,MOTOBOY,FREELANCE,FINISHED,34.8,2021-01-02 18:19:22,2021-01-02 18:42:08,2021-01-02 19:05:40,18,STAR SHOPPING,RIO DE JANEIRO,RJ,-22.9454948,-43.1821807
2441,68669213,3097,PIGUE PIPACO ,FOOD,-23.563758,-46.652621,5,FOOD PLACE,MARKETPLACE,68669213,ONLINE,PAID,68669213,357.0,DELIVERED,9301.0,BIKER,FREELANCE,FINISHED,33.9,2021-01-02 18:19:33,2021-01-02 18:31:34,2021-01-02 18:38:09,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
2442,68669406,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68669406,ONLINE,PAID,68669406,3582.0,DELIVERED,26072.0,MOTOBOY,FREELANCE,FINISHED,28.0,2021-01-02 18:20:33,2021-01-02 18:38:08,2021-01-02 18:52:12,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
2445,68669614,529,GULIMURAI RE ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68669614,DEBIT,PAID,68669614,4145.0,DELIVERED,14346.0,MOTOBOY,FREELANCE,FINISHED,52.0,2021-01-02 18:21:22,2021-01-02 18:32:25,2021-01-02 18:46:57,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2448,68670020,56,SUPSIO ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68670020,"VOUCHER, DEBIT",PAID,68670020,402.0,DELIVERED,6878.0,BIKER,FREELANCE,FINISHED,82.5,2021-01-02 18:22:32,2021-01-02 18:38:31,2021-01-02 18:56:00,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2450,68670103,1119,ISIM O RIRARIRA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68670103,ONLINE,PAID,68670103,5006.0,DELIVERED,8378.0,MOTOBOY,FREELANCE,FINISHED,40.7,2021-01-02 18:22:39,2021-01-02 18:37:37,2021-01-02 19:11:05,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2451,68670132,409,RC OUMILEES ,FOOD,-23.017262699999996,-43.479123799999996,5,FOOD PLACE,MARKETPLACE,68670132,ONLINE,PAID,68670132,3742.0,DELIVERED,358.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,34.9,2021-01-02 18:22:42,2021-01-02 18:35:07,2021-01-02 19:04:06,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2452,68670255,3071,PIGUE PIPACO ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68670255,ONLINE,PAID,68670255,1547.0,DELIVERED,2561.0,MOTOBOY,FREELANCE,FINISHED,35.8,2021-01-02 18:22:56,2021-01-02 18:34:08,2021-01-02 18:45:29,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2454,68670272,377,RIRURPIS,GOOD,-23.000753200000002,-43.3837713,17,SHOPP PLACE,MARKETPLACE,68670272,ONLINE,PAID,68670272,2243.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,397.55,2021-01-02 18:22:57,2021-01-02 19:38:49,2021-01-02 20:41:28,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2455,68670396,587,PIARO ,FOOD,-22.921475,-43.234821999999994,13,VELOCITY PLACE,MARKETPLACE,68670396,"ONLINE, ONLINE",PAID,68670396,1763.0,DELIVERED,16350.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,103.31,2021-01-02 18:23:11,2021-01-02 18:40:28,2021-01-02 18:42:51,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2457,68670477,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68670477,ONLINE,PAID,68670477,750.0,DELIVERED,28171.0,BIKER,FREELANCE,FINISHED,77.9,2021-01-02 18:23:22,2021-01-02 18:45:04,2021-01-02 19:06:02,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2460,68670748,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68670748,ONLINE,PAID,68670748,5034.0,DELIVERED,511.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,113.85,2021-01-02 18:24:02,2021-01-02 18:51:37,2021-01-02 19:18:18,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2461,68671115,409,RC OUMILEES ,FOOD,-23.017262699999996,-43.479123799999996,5,FOOD PLACE,MARKETPLACE,68671115,"ONLINE, ONLINE",PAID,68671115,2242.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,29.9,2021-01-02 18:25:42,2021-01-02 18:37:10,2021-01-02 20:06:40,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2463,68671526,632,IPUPIEMAI ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68671526,ONLINE,PAID,68671526,441.0,DELIVERED,6165.0,BIKER,FREELANCE,FINISHED,116.9,2021-01-02 18:27:12,2021-01-02 18:44:48,2021-01-02 19:06:17,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2464,68671581,3105,PIGUE PIPACO ,FOOD,-23.622995,-46.699203999999995,5,FOOD PLACE,MARKETPLACE,68671581,ONLINE,PAID,68671581,1670.0,DELIVERED,9944.0,BIKER,FREELANCE,FINISHED,75.6,2021-01-02 18:27:27,2021-01-02 18:39:40,2021-01-02 18:56:24,27,SAMPA SHOPPING,SÃO PAULO,SP,-23.622995,-46.699203999999995
2466,68671642,564,PUMGUA ,FOOD,-22.996848,-43.361197,10,LISBON PLACE,OWN CHANNEL,68671642,CREDIT_STORE,PAID,68671642,1744.0,DELIVERED,25588.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,192.5,2021-01-02 18:27:41,2021-01-02 18:32:30,2021-01-02 19:35:10,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2467,68671645,294,PAPA SUCIS ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68671645,ONLINE,PAID,68671645,3993.0,DELIVERED,9222.0,MOTOBOY,FREELANCE,FINISHED,63.4,2021-01-02 18:27:43,2021-01-02 18:46:59,2021-01-02 19:13:49,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
2468,68671733,690,EAVAMI FIGOI ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68671733,ONLINE,PAID,68671733,4173.0,DELIVERED,5527.0,MOTOBOY,FREELANCE,FINISHED,77.7,2021-01-02 18:28:02,2021-01-02 18:42:16,2021-01-02 19:01:00,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2469,68671849,1984,SUSZAIGA ,FOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68671849,ONLINE,PAID,68671849,828.0,DELIVERED,26332.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,110.2,2021-01-02 18:28:22,2021-01-02 18:53:50,2021-01-02 19:02:46,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
